t,e,tk,ts,pp,ls,ti,lp,pc,c,ft,o,h,l,ap,v,oi,poi,bp1,sp1,bq1,sq1,received_timestamp
tk,NFO,79501,NIFTY24APR25C23500,2,75,0.05,536.85,24.75,430.35,1745209403,425.10,556.15,425.10,494.59,1767750,4681125,5073150,537.00,538.50,375,450,2025-04-21 09:53:23.996
tf,NFO,79501,,,,,,,,1745209405,,,,,,,,534.10,535.50,150,375,2025-04-21 09:53:24.834
tf,NFO,79501,,,,,533.50,23.97,,1745209406,,,,,,,,,,,,2025-04-21 09:53:26.045
tf,NFO,79501,,,,,,,,1745209406,,,,494.60,1767900,,,532.50,533.75,300,300,2025-04-21 09:53:26.446
tf,NFO,79501,,,,,,,,1745209408,,,,,,,,530.95,532.30,150,150,2025-04-21 09:53:28.069
tf,NFO,79501,,,,,532.45,23.72,,1745209409,,,,,,,,,,,,2025-04-21 09:53:29.124
tf,NFO,79501,,,,,532.15,23.66,,1745209410,,,,494.62,1768725,,,530.55,531.95,,300,2025-04-21 09:53:29.839
tf,NFO,79501,,,,,,,,1745209411,,,,,,,,532.40,533.65,225,450,2025-04-21 09:53:31.443
tf,NFO,79501,,,,,532.20,23.67,,1745209413,,,,,,,,,,,,2025-04-21 09:53:32.741
tf,NFO,79501,,,,,,,,1745209413,,,,,1768800,,,530.55,531.85,150,300,2025-04-21 09:53:33.136
tf,NFO,79501,,,,,,,,1745209415,,,,,,,,531.90,533.50,,675,2025-04-21 09:53:34.850
tf,NFO,79501,,,,,,,,1745209416,,,,,,,,531.80,533.20,75,150,2025-04-21 09:53:36.450
tf,NFO,79501,,,,,533.45,23.96,,1745209417,,,,,,,,,,,,2025-04-21 09:53:36.730
tf,NFO,79501,,,,,533.75,24.03,,1745209417,,,,,,,,,,,,2025-04-21 09:53:37.530
tf,NFO,79501,,,,,,,,1745209418,,,,,1769025,,,532.65,534.00,150,,2025-04-21 09:53:38.082
tf,NFO,79501,,,,,,,,1745209420,,,,,,,,534.35,535.65,300,300,2025-04-21 09:53:40.149
tf,NFO,79501,,,,,536.00,24.55,,1745209420,,,,,,,,,,,,2025-04-21 09:53:40.570
tf,NFO,79501,,,,,537.00,24.78,,1745209421,,,,,,,,,,,,2025-04-21 09:53:41.161
tf,NFO,79501,,,,,,,,1745209421,,,,494.63,1769400,,,537.05,538.40,,375,2025-04-21 09:53:41.463
tf,NFO,79501,,,,,536.90,24.76,,1745209422,,,,,,,,,,,,2025-04-21 09:53:41.937
tf,NFO,79501,,,,,536.65,24.70,,1745209423,,,,,,,,,,,,2025-04-21 09:53:42.955
tf,NFO,79501,,,,,,,,1745209423,,,,494.64,1769775,,,535.00,536.05,75,,2025-04-21 09:53:43.073
tf,NFO,79501,,,,,535.00,24.32,,1745209424,,,,,,,,,,,,2025-04-21 09:53:43.939
tf,NFO,79501,,,,,,,,1745209425,,,,,1769850,,,535.15,536.35,450,150,2025-04-21 09:53:44.858
tf,NFO,79501,,,,,,,,1745209426,,,,,,,,533.00,534.25,300,300,2025-04-21 09:53:46.522
tf,NFO,79501,,,,,,,,1745209428,,,,,,,,533.95,535.15,225,150,2025-04-21 09:53:48.079
tf,NFO,79501,,,,,,,,1745209430,,,,,,,,535.00,536.25,150,,2025-04-21 09:53:49.699
tf,NFO,79501,,,,,,,,1745209431,,,,,,,,534.65,535.75,300,75,2025-04-21 09:53:51.473
tf,NFO,79501,,,,,535.15,24.35,,1745209432,,,,,,,,,,,,2025-04-21 09:53:51.957
tf,NFO,79501,,,,,,,,1745209433,,,,,1769925,,,533.50,534.60,,450,2025-04-21 09:53:53.223
tf,NFO,79501,,,,,535.00,24.32,,1745209435,,,,,1770000,,,533.60,534.65,75,225,2025-04-21 09:53:54.700
tf,NFO,79501,,,,,535.15,24.35,,1745209436,,,,,,,,,,,,2025-04-21 09:53:55.739
tf,NFO,79501,,,,,,,,1745209436,,,,494.65,1770075,,,534.30,535.65,225,150,2025-04-21 09:53:56.516
tf,NFO,79501,,,,,535.75,24.49,,1745209437,,,,,,,,,,,,2025-04-21 09:53:56.948
tf,NFO,79501,,,,,,,,1745209438,,,,,1770150,,,533.65,535.05,150,75,2025-04-21 09:53:58.085
tf,NFO,79501,,,,,,,,1745209440,,,,,,,,535.45,536.90,75,225,2025-04-21 09:53:59.833
tf,NFO,79501,,,,,536.10,24.57,,1745209440,,,,,,,,,,,,2025-04-21 09:54:00.208
tf,NFO,79501,,,,,536.70,24.71,,1745209441,,,,,,,,,,,,2025-04-21 09:54:01.043
tf,NFO,79501,,,,,534.10,24.11,,1745209441,,,,494.66,1770825,,,534.05,535.50,,75,2025-04-21 09:54:01.486
tf,NFO,79501,,,,,,,,1745209443,,,,,,,,535.30,536.60,150,300,2025-04-21 09:54:03.093
tf,NFO,79501,,,,,533.00,23.85,,1745209444,,,,,,,,,,,,2025-04-21 09:54:04.148
tf,NFO,79501,,,,,,,,1745209445,,,,494.68,1771425,,,533.85,534.95,,225,2025-04-21 09:54:04.725
tf,NFO,79501,,,,,534.70,24.25,,1745209445,,,,,,,,,,,,2025-04-21 09:54:05.574
