t,e,tk,ts,pp,ls,ti,lp,pc,c,ft,o,h,l,ap,v,oi,poi,bp1,sp1,bq1,sq1,received_timestamp
tk,NFO,79607,NIFTY24APR25P24150,2,75,0.05,245.40,-34.39,374.00,1745209403,319.25,348.75,232.90,276.49,888675,150750,13125,245.50,246.10,450,75,2025-04-21 09:53:24.037
tf,NFO,79607,,,,,245.75,-34.29,,1745209404,,,,,,,,,,,,2025-04-21 09:53:24.268
tf,NFO,79607,,,,,247.20,-33.90,,1745209405,,,,276.48,888975,,,246.80,247.45,225,225,2025-04-21 09:53:24.699
tf,NFO,79607,,,,,,,,1745209406,,,,,,,,248.10,248.75,600,300,2025-04-21 09:53:26.398
tf,NFO,79607,,,,,249.05,-33.41,,1745209408,,,,,,,,,,,,2025-04-21 09:53:27.669
tf,NFO,79607,,,,,249.20,-33.37,,1745209408,,,,276.47,889275,,,249.40,249.85,375,75,2025-04-21 09:53:27.912
tf,NFO,79607,,,,,249.10,-33.40,,1745209408,,,,,,,,,,,,2025-04-21 09:53:28.269
tf,NFO,79607,,,,,250.50,-33.02,,1745209409,,,,,,,,,,,,2025-04-21 09:53:29.579
tf,NFO,79607,,,,,,,,1745209409,,,,276.41,891150,,,249.75,250.35,300,150,2025-04-21 09:53:29.582
tf,NFO,79607,,,,,,,,1745209411,,,,,,,,249.00,249.60,225,300,2025-04-21 09:53:31.311
tf,NFO,79607,,,,,248.35,-33.60,,1745209411,,,,,,,,,,,,2025-04-21 09:53:31.472
tf,NFO,79607,,,,,248.30,-33.61,,1745209412,,,,,,,,,,,,2025-04-21 09:53:32.272
tf,NFO,79607,,,,,249.45,-33.30,,1745209413,,,,276.33,893850,,,250.10,250.65,150,675,2025-04-21 09:53:32.982
tf,NFO,79607,,,,,249.25,-33.36,,1745209414,,,,,,,,,,,,2025-04-21 09:53:34.475
tf,NFO,79607,,,,,,,,1745209414,,,,,893925,,,249.15,249.75,225,225,2025-04-21 09:53:34.525
tf,NFO,79607,,,,,249.75,-33.22,,1745209415,,,,,,,,,,,,2025-04-21 09:53:35.273
tf,NFO,79607,,,,,,,,1745209416,,,,276.32,894000,,,,,150,,2025-04-21 09:53:36.318
tf,NFO,79607,,,,,248.70,-33.50,,1745209417,,,,,,,,,,,,2025-04-21 09:53:36.882
tf,NFO,79607,,,,,,,,1745209418,,,,276.27,895800,,,248.75,249.35,75,150,2025-04-21 09:53:37.920
tf,NFO,79607,,,,,248.00,-33.69,,1745209419,,,,,,,,,,,,2025-04-21 09:53:39.538
tf,NFO,79607,,,,,,,,1745209419,,,,276.26,896025,,,247.95,248.50,375,225,2025-04-21 09:53:39.948
tf,NFO,79607,,,,,246.85,-34.00,,1745209420,,,,,,,,,,,,2025-04-21 09:53:40.340
tf,NFO,79607,,,,,,,,1745209421,,,,,896100,,,245.10,245.65,225,75,2025-04-21 09:53:41.325
tf,NFO,79607,,,,,245.95,-34.24,,1745209422,,,,,,,,,,,,2025-04-21 09:53:41.675
tf,NFO,79607,,,,,246.55,-34.08,,1745209423,,,,,,,,,,,,2025-04-21 09:53:42.676
tf,NFO,79607,,,,,,,,1745209423,,,,276.22,897300,,,246.65,247.25,375,225,2025-04-21 09:53:42.929
tf,NFO,79607,,,,,248.50,-33.56,,1745209423,,,,,,,,,,,,2025-04-21 09:53:43.277
tf,NFO,79607,,,,,249.15,-33.38,,1745209424,,,,,,,,,,,,2025-04-21 09:53:44.280
tf,NFO,79607,,,,,,,,1745209424,,,,276.21,897600,,,246.95,247.55,450,150,2025-04-21 09:53:44.564
tf,NFO,79607,,,,,,,,1745209426,,,,,,,,248.25,248.85,300,225,2025-04-21 09:53:46.332
tf,NFO,79607,,,,,247.90,-33.72,,1745209428,,,,,897675,,,247.30,247.95,600,600,2025-04-21 09:53:47.940
tf,NFO,79607,,,,,247.65,-33.78,,1745209428,,,,,,,,,,,,2025-04-21 09:53:48.288
tf,NFO,79607,,,,,246.65,-34.05,,1745209429,,,,,,,,,,,,2025-04-21 09:53:49.286
tf,NFO,79607,,,,,,,,1745209429,,,,276.16,899100,,,246.90,247.50,150,300,2025-04-21 09:53:49.570
tf,NFO,79607,,,,,247.45,-33.84,,1745209430,,,,,,,,,,,,2025-04-21 09:53:50.289
tf,NFO,79607,,,,,247.60,-33.80,,1745209431,,,,,,,,,,,,2025-04-21 09:53:51.292
tf,NFO,79607,,,,,,,,1745209431,,,,276.12,900525,,,247.05,247.65,375,,2025-04-21 09:53:51.338
tf,NFO,79607,,,,,,,,1745209433,,,,,,,,247.45,248.00,225,150,2025-04-21 09:53:53.037
tf,NFO,79607,,,,,247.65,-33.78,,1745209434,,,,,,,,,,,,2025-04-21 09:53:54.607
tf,NFO,79607,,,,,,,,1745209434,,,,276.11,900675,,,247.15,247.80,375,,2025-04-21 09:53:54.613
tf,NFO,79607,,,,,247.10,-33.93,,1745209436,,,,,,,,,,,,2025-04-21 09:53:55.695
tf,NFO,79607,,,,,246.20,-34.17,,1745209436,,,,,,,,,,,,2025-04-21 09:53:56.345
tf,NFO,79607,,,,,,,,1745209436,,,,276.09,901350,,,246.40,246.95,75,75,2025-04-21 09:53:56.353
tf,NFO,79607,,,,,,,,1745209438,,,,,,,,247.25,247.90,375,900,2025-04-21 09:53:57.965
tf,NFO,79607,,,,,247.20,-33.90,,1745209439,,,,,,,,,,,,2025-04-21 09:53:58.935
tf,NFO,79607,,,,,,,,1745209439,,,,,901425,,,246.25,246.90,225,75,2025-04-21 09:53:59.629
tf,NFO,79607,,,,,245.50,-34.36,,1745209440,,,,,,,,,,,,2025-04-21 09:53:59.834
