t,e,tk,ts,pp,ls,ti,lp,pc,c,ft,o,h,l,ap,v,oi,poi,bp1,sp1,bq1,sq1,received_timestamp
tk,NFO,79519,NIFTY24APR25C23950,2,75,0.05,190.80,34.89,141.45,1745209404,150.40,204.00,142.55,170.32,27961575,2510250,486075,190.65,190.95,75,75,2025-04-21 09:53:24.025
tf,NFO,79519,,,,,190.00,34.32,,1745209404,,,,,,,,,,,,2025-04-21 09:53:24.339
tf,NFO,79519,,,,,189.75,34.15,,1745209405,,,,,,,,,,,,2025-04-21 09:53:25.339
tf,NFO,79519,,,,,189.65,34.08,,1745209405,,,,170.34,27983700,,,189.65,190.10,300,750,2025-04-21 09:53:25.531
tf,NFO,79519,,,,,189.20,33.76,,1745209406,,,,,,,,,,,,2025-04-21 09:53:26.403
tf,NFO,79519,,,,,189.25,33.79,,1745209407,,,,170.35,27996975,,,189.20,189.55,75,150,2025-04-21 09:53:27.422
tf,NFO,79519,,,,,188.10,32.98,,1745209408,,,,,,,,,,,,2025-04-21 09:53:28.445
tf,NFO,79519,,,,,188.15,33.02,,1745209409,,,,170.36,28008975,,,188.10,188.60,675,1050,2025-04-21 09:53:29.097
tf,NFO,79519,,,,,188.40,33.19,,1745209409,,,,,,,,,,,,2025-04-21 09:53:29.572
tf,NFO,79519,,,,,188.70,33.40,,1745209410,,,,,,,,,,,,2025-04-21 09:53:30.345
tf,NFO,79519,,,,,188.95,33.58,,1745209410,,,,,28016850,,,189.05,189.15,75,75,2025-04-21 09:53:30.542
tf,NFO,79519,,,,,188.90,33.55,,1745209411,,,,,,,,,,,,2025-04-21 09:53:31.346
tf,NFO,79519,,,,,188.60,33.33,,1745209412,,,,,28021425,,,188.75,,225,1050,2025-04-21 09:53:32.338
tf,NFO,79519,,,,,187.80,32.77,,1745209413,,,,,,,,,,,,2025-04-21 09:53:33.376
tf,NFO,79519,,,,,187.60,32.63,,1745209414,,,,170.37,28025100,,,187.60,188.00,150,1350,2025-04-21 09:53:33.981
tf,NFO,79519,,,,,189.25,33.79,,1745209414,,,,,,,,,,,,2025-04-21 09:53:34.349
tf,NFO,79519,,,,,188.65,33.37,,1745209415,,,,,,,,,,,,2025-04-21 09:53:35.349
tf,NFO,79519,,,,,188.30,33.12,,1745209415,,,,,28029900,,,187.95,188.40,,1425,2025-04-21 09:53:35.554
tf,NFO,79519,,,,,188.80,33.47,,1745209416,,,,,,,,,,,,2025-04-21 09:53:36.350
tf,NFO,79519,,,,,188.75,33.44,,1745209417,,,,,28032825,,,189.05,189.45,75,225,2025-04-21 09:53:37.352
tf,NFO,79519,,,,,189.60,34.04,,1745209418,,,,,,,,,,,,2025-04-21 09:53:38.350
tf,NFO,79519,,,,,189.65,34.08,,1745209419,,,,,28036425,,,189.65,190.00,450,,2025-04-21 09:53:38.952
tf,NFO,79519,,,,,189.85,34.22,,1745209419,,,,,,,,,,,,2025-04-21 09:53:39.372
tf,NFO,79519,,,,,191.00,35.03,,1745209420,,,,,,,,,,,,2025-04-21 09:53:40.419
tf,NFO,79519,,,,,191.35,35.28,,1745209420,,,,170.38,28041525,,,190.95,191.35,675,150,2025-04-21 09:53:40.575
tf,NFO,79519,,,,,191.45,35.35,,1745209421,,,,,,,,,,,,2025-04-21 09:53:41.361
tf,NFO,79519,,,,,191.20,35.17,,1745209422,,,,,,,,,,,,2025-04-21 09:53:42.366
tf,NFO,79519,,,,,,,,1745209422,,,,,28049925,,,190.75,191.20,75,1275,2025-04-21 09:53:42.372
tf,NFO,79519,,,,,189.25,33.79,,1745209423,,,,,,,,,,,,2025-04-21 09:53:43.358
tf,NFO,79519,,,,,189.15,33.72,,1745209424,,,,170.39,28060275,,,188.90,189.30,375,750,2025-04-21 09:53:43.965
tf,NFO,79519,,,,,190.40,34.61,,1745209424,,,,,,,,,,,,2025-04-21 09:53:44.359
