t,e,tk,ts,pp,ls,ti,lp,pc,c,ft,o,h,l,ap,v,oi,poi,bp1,sp1,bq1,sq1,received_timestamp
tk,NFO,79633,NIFTY24APR25P24300,2,75,0.05,353.00,-28.00,490.25,1745209403,425.10,465.45,337.35,394.48,292650,121650,77325,353.00,353.40,375,450,2025-04-21 09:53:24.046
tf,NFO,79633,,,,,,,,1745209404,,,,394.42,293025,,,353.35,354.50,75,75,2025-04-21 09:53:24.125
tf,NFO,79633,,,,,356.05,-27.37,,1745209406,,,,394.41,293100,,,356.00,356.90,225,,2025-04-21 09:53:25.788
tf,NFO,79633,,,,,356.35,-27.31,,1745209407,,,,,,,,,,,,2025-04-21 09:53:27.042
tf,NFO,79633,,,,,,,,1745209407,,,,394.39,293250,,,355.85,356.70,75,,2025-04-21 09:53:27.436
tf,NFO,79633,,,,,357.55,-27.07,,1745209408,,,,,,,,,,,,2025-04-21 09:53:28.040
tf,NFO,79633,,,,,,,,1745209409,,,,394.38,293325,,,356.90,358.15,150,,2025-04-21 09:53:29.155
tf,NFO,79633,,,,,,,,1745209411,,,,394.37,293400,,,356.80,357.95,,,2025-04-21 09:53:30.740
tf,NFO,79633,,,,,,,,1745209412,,,,,,,,357.20,358.20,225,225,2025-04-21 09:53:32.375
tf,NFO,79633,,,,,359.25,-26.72,,1745209413,,,,,,,,,,,,2025-04-21 09:53:33.378
tf,NFO,79633,,,,,,,,1745209414,,,,,293475,,,358.05,359.05,75,,2025-04-21 09:53:34.143
tf,NFO,79633,,,,,358.65,-26.84,,1745209415,,,,,,,,,,,,2025-04-21 09:53:34.946
tf,NFO,79633,,,,,,,,1745209416,,,,394.35,293625,,,357.25,358.15,,,2025-04-21 09:53:35.755
tf,NFO,79633,,,,,,,,1745209417,,,,,,,,356.45,357.70,,150,2025-04-21 09:53:37.358
tf,NFO,79633,,,,,357.40,-27.10,,1745209418,,,,,,,,,,,,2025-04-21 09:53:38.352
tf,NFO,79633,,,,,,,,1745209419,,,,394.34,293700,,,355.85,356.80,,75,2025-04-21 09:53:39.170
tf,NFO,79633,,,,,,,,1745209421,,,,,,,,353.05,354.15,,,2025-04-21 09:53:40.786
tf,NFO,79633,,,,,353.00,-28.00,,1745209421,,,,,,,,,,,,2025-04-21 09:53:40.956
tf,NFO,79633,,,,,353.20,-27.96,,1745209421,,,,,,,,,,,,2025-04-21 09:53:41.357
tf,NFO,79633,,,,,,,,1745209422,,,,394.30,294000,,,353.65,354.40,,,2025-04-21 09:53:42.376
tf,NFO,79633,,,,,,,,1745209424,,,,,,,,356.00,356.95,150,,2025-04-21 09:53:44.158
tf,NFO,79633,,,,,355.55,-27.48,,1745209425,,,,,,,,,,,,2025-04-21 09:53:45.358
tf,NFO,79633,,,,,,,,1745209426,,,,394.29,294075,,,356.10,357.10,75,,2025-04-21 09:53:45.928
tf,NFO,79633,,,,,,,,1745209427,,,,,,,,355.25,356.35,,,2025-04-21 09:53:47.399
tf,NFO,79633,,,,,,,,1745209429,,,,,,,,354.25,355.35,,225,2025-04-21 09:53:49.168
tf,NFO,79633,,,,,355.70,-27.45,,1745209430,,,,,,,,,,,,2025-04-21 09:53:49.962
tf,NFO,79633,,,,,,,,1745209431,,,,394.28,294150,,,355.10,356.10,,,2025-04-21 09:53:50.772
tf,NFO,79633,,,,,,,,1745209432,,,,,,,,355.15,,,,2025-04-21 09:53:52.420
tf,NFO,79633,,,,,,,,1745209434,,,,,,,,354.95,355.85,,75,2025-04-21 09:53:54.201
tf,NFO,79633,,,,,356.15,-27.35,,1745209436,,,,,,,,,,,,2025-04-21 09:53:55.759
tf,NFO,79633,,,,,,,,1745209436,,,,394.27,294225,,,354.45,355.30,,150,2025-04-21 09:53:55.778
tf,NFO,79633,,,,,355.20,-27.55,,1745209437,,,,,,,,,,,,2025-04-21 09:53:57.162
tf,NFO,79633,,,,,,,,1745209437,,,,394.25,294375,,,356.45,357.45,,225,2025-04-21 09:53:57.390
tf,NFO,79633,,,,,,,,1745209439,,,,,,,,353.65,354.55,,75,2025-04-21 09:53:59.208
tf,NFO,79633,,,,,353.15,-27.97,,1745209440,,,,,,,,,,,,2025-04-21 09:53:59.840
tf,NFO,79633,,,,,353.55,-27.88,,1745209440,,,,,,,,,,,,2025-04-21 09:54:00.662
tf,NFO,79633,,,,,,,,1745209441,,,,394.23,294525,,,352.75,353.55,,,2025-04-21 09:54:00.833
tf,NFO,79633,,,,,354.10,-27.77,,1745209442,,,,,,,,,,,,2025-04-21 09:54:02.441
tf,NFO,79633,,,,,,,,1745209442,,,,394.21,294675,,,352.85,354.00,,225,2025-04-21 09:54:02.476
tf,NFO,79633,,,,,355.00,-27.59,,1745209444,,,,,,,,,,,,2025-04-21 09:54:04.012
tf,NFO,79633,,,,,,,,1745209444,,,,394.20,294750,,,354.85,355.75,,75,2025-04-21 09:54:04.016
tf,NFO,79633,,,,,,,,1745209446,,,,,,,,356.05,357.10,150,,2025-04-21 09:54:05.799
tf,NFO,79633,,,,,356.35,-27.31,,1745209446,,,,,,,,,,,,2025-04-21 09:54:06.595
tf,NFO,79633,,,,,354.45,-27.70,,1745209447,,,,,,,,,,,,2025-04-21 09:54:07.373
tf,NFO,79633,,,,,,,,1745209447,,,,394.18,294900,,,354.10,355.10,,,2025-04-21 09:54:07.402
