t,e,tk,ts,pp,ls,ti,lp,pc,c,ft,o,h,l,ap,v,oi,poi,bp1,sp1,bq1,sq1,received_timestamp
tk,NFO,79641,NIFTY24APR25P24500,2,75,0.05,522.65,-21.75,667.90,1745209403,601.10,641.30,504.65,563.69,329025,612375,578175,520.20,521.65,75,75,2025-04-21 09:53:24.058
tf,NFO,79641,,,,,523.75,-21.58,,1745209404,,,,,,,,,,,,2025-04-21 09:53:24.468
tf,NFO,79641,,,,,,,,1745209405,,,,563.67,329175,,,523.25,524.70,150,,2025-04-21 09:53:24.900
tf,NFO,79641,,,,,,,,1745209406,,,,,,,,524.85,526.10,,,2025-04-21 09:53:26.681
tf,NFO,79641,,,,,526.30,-21.20,,1745209408,,,,,,,,,,,,2025-04-21 09:53:27.869
tf,NFO,79641,,,,,,,,1745209408,,,,563.66,329250,,,526.40,527.95,225,,2025-04-21 09:53:28.114
tf,NFO,79641,,,,,,,,1745209410,,,,,,,,526.20,527.60,300,,2025-04-21 09:53:29.722
tf,NFO,79641,,,,,,,,1745209411,,,,,,,,525.05,526.45,150,150,2025-04-21 09:53:31.510
tf,NFO,79641,,,,,524.65,-21.45,,1745209412,,,,,,,,,,,,2025-04-21 09:53:31.672
tf,NFO,79641,,,,,524.50,-21.47,,1745209412,,,,,,,,,,,,2025-04-21 09:53:32.278
tf,NFO,79641,,,,,,,,1745209413,,,,563.64,329400,,,526.95,528.25,300,,2025-04-21 09:53:33.140
tf,NFO,79641,,,,,,,,1745209415,,,,,,,,525.85,526.95,150,75,2025-04-21 09:53:34.717
tf,NFO,79641,,,,,527.70,-20.99,,1745209416,,,,,,,,,,,,2025-04-21 09:53:36.277
tf,NFO,79641,,,,,,,,1745209416,,,,563.60,329775,,,526.10,527.55,300,,2025-04-21 09:53:36.518
tf,NFO,79641,,,,,525.40,-21.34,,1745209417,,,,,,,,,,,,2025-04-21 09:53:37.275
tf,NFO,79641,,,,,,,,1745209418,,,,563.57,330075,,,524.85,526.60,225,150,2025-04-21 09:53:38.124
tf,NFO,79641,,,,,525.60,-21.31,,1745209418,,,,,,,,,,,,2025-04-21 09:53:38.278
tf,NFO,79641,,,,,,,,1745209420,,,,563.49,330750,,,523.75,524.85,150,225,2025-04-21 09:53:39.958
tf,NFO,79641,,,,,523.75,-21.58,,1745209420,,,,,,,,,,,,2025-04-21 09:53:40.353
tf,NFO,79641,,,,,,,,1745209421,,,,563.47,330900,,,521.00,522.00,375,375,2025-04-21 09:53:41.524
tf,NFO,79641,,,,,524.50,-21.47,,1745209423,,,,,,,,,,,,2025-04-21 09:53:42.882
