t,e,tk,ts,pp,ls,ti,lp,pc,c,ft,o,h,l,ap,v,oi,poi,bp1,sp1,bq1,sq1,received_timestamp
tk,NFO,79514,NIFTY24APR25P23800,2,75,0.05,84.40,-50.76,171.40,1745209403,130.00,147.20,78.15,105.79,19982175,4873875,3004125,84.65,84.85,525,450,2025-04-21 09:53:24.017
tf,NFO,79514,,,,,85.00,-50.41,,1745209404,,,,,,,,,,,,2025-04-21 09:53:24.270
tf,NFO,79514,,,,,85.35,-50.20,,1745209404,,,,,19985850,,,85.20,85.35,75,375,2025-04-21 09:53:24.500
tf,NFO,79514,,,,,85.30,-50.23,,1745209405,,,,,,,,,,,,2025-04-21 09:53:25.276
tf,NFO,79514,,,,,86.20,-49.71,,1745209406,,,,105.78,19990050,,,85.85,86.10,450,1800,2025-04-21 09:53:26.112
tf,NFO,79514,,,,,86.05,-49.80,,1745209406,,,,,,,,,,,,2025-04-21 09:53:26.272
tf,NFO,79514,,,,,85.65,-50.03,,1745209407,,,,,,,,,,,,2025-04-21 09:53:27.270
tf,NFO,79514,,,,,86.55,-49.50,,1745209408,,,,,19995450,,,86.40,86.60,1650,150,2025-04-21 09:53:27.907
tf,NFO,79514,,,,,86.60,-49.47,,1745209408,,,,,,,,,,,,2025-04-21 09:53:28.271
tf,NFO,79514,,,,,86.55,-49.50,,1745209409,,,,,,,,,,,,2025-04-21 09:53:29.362
tf,NFO,79514,,,,,86.80,-49.36,,1745209409,,,,105.77,20005125,,,86.65,86.85,525,675,2025-04-21 09:53:29.582
tf,NFO,79514,,,,,86.45,-49.56,,1745209410,,,,,,,,,,,,2025-04-21 09:53:30.278
tf,NFO,79514,,,,,86.50,-49.53,,1745209411,,,,105.76,20013825,,,86.35,86.50,,450,2025-04-21 09:53:31.119
tf,NFO,79514,,,,,86.25,-49.68,,1745209412,,,,,,,,,,,,2025-04-21 09:53:32.300
tf,NFO,79514,,,,,86.85,-49.33,,1745209413,,,,105.75,20017875,,,86.85,87.00,675,2250,2025-04-21 09:53:32.916
tf,NFO,79514,,,,,87.00,-49.24,,1745209413,,,,,,,,,,,,2025-04-21 09:53:33.374
tf,NFO,79514,,,,,86.80,-49.36,,1745209414,,,,,,,,,,,,2025-04-21 09:53:34.279
tf,NFO,79514,,,,,86.70,-49.42,,1745209414,,,,,20023350,,,86.50,86.70,2325,375,2025-04-21 09:53:34.514
tf,NFO,79514,,,,,87.05,-49.21,,1745209415,,,,,,,,,,,,2025-04-21 09:53:35.278
tf,NFO,79514,,,,,86.80,-49.36,,1745209416,,,,105.74,20031225,,,86.60,86.85,1800,825,2025-04-21 09:53:36.118
tf,NFO,79514,,,,,86.50,-49.53,,1745209416,,,,,,,,,,,,2025-04-21 09:53:36.278
tf,NFO,79514,,,,,86.70,-49.42,,1745209417,,,,,,,,,,,,2025-04-21 09:53:37.276
tf,NFO,79514,,,,,86.45,-49.56,,1745209418,,,,105.73,20039700,,,86.50,86.70,150,1425,2025-04-21 09:53:37.726
tf,NFO,79514,,,,,86.10,-49.77,,1745209418,,,,,,,,,,,,2025-04-21 09:53:38.279
tf,NFO,79514,,,,,86.25,-49.68,,1745209419,,,,,,,,,,,,2025-04-21 09:53:39.370
tf,NFO,79514,,,,,85.85,-49.91,,1745209419,,,,105.72,20055900,,,86.05,86.20,450,2250,2025-04-21 09:53:39.543
tf,NFO,79514,,,,,85.45,-50.15,,1745209420,,,,,,,,,,,,2025-04-21 09:53:40.355
tf,NFO,79514,,,,,84.70,-50.58,,1745209421,,,,105.70,20075175,,,84.50,84.75,2775,1725,2025-04-21 09:53:41.125
tf,NFO,79514,,,,,84.45,-50.73,,1745209421,,,,,,,,,,,,2025-04-21 09:53:41.287
tf,NFO,79514,,,,,85.15,-50.32,,1745209422,,,,,,,,,,,,2025-04-21 09:53:42.281
tf,NFO,79514,,,,,,,,1745209423,,,,105.69,20081850,,,84.95,85.15,1050,1950,2025-04-21 09:53:42.728
tf,NFO,79514,,,,,85.55,-50.09,,1745209423,,,,,,,,,,,,2025-04-21 09:53:43.278
tf,NFO,79514,,,,,85.80,-49.94,,1745209424,,,,,,,,,,,,2025-04-21 09:53:44.286
tf,NFO,79514,,,,,85.50,-50.12,,1745209424,,,,,20088225,,,85.45,85.70,,1725,2025-04-21 09:53:44.534
tf,NFO,79514,,,,,85.70,-50.00,,1745209425,,,,,,,,,,,,2025-04-21 09:53:45.288
tf,NFO,79514,,,,,86.20,-49.71,,1745209426,,,,105.68,20091300,,,86.10,86.25,225,525,2025-04-21 09:53:46.181
tf,NFO,79514,,,,,86.15,-49.74,,1745209426,,,,,,,,,,,,2025-04-21 09:53:46.332
tf,NFO,79514,,,,,86.10,-49.77,,1745209427,,,,,,,,,,,,2025-04-21 09:53:47.285
tf,NFO,79514,,,,,85.90,-49.88,,1745209428,,,,,20094750,,,85.80,85.90,150,75,2025-04-21 09:53:47.738
