t,e,tk,ts,pp,ls,ti,lp,pc,c,ft,o,h,l,ap,v,oi,poi,bp1,sp1,bq1,sq1,received_timestamp
tk,NFO,79507,NIFTY24APR25C23650,2,75,0.05,404.90,27.47,317.65,1745209402,339.55,422.00,320.00,364.71,395025,344700,371100,405.35,406.65,75,225,2025-04-21 09:53:24.006
tf,NFO,79507,,,,,,,,1745209404,,,,,,,,404.15,405.25,,150,2025-04-21 09:53:24.061
tf,NFO,79507,,,,,,,,1745209405,,,,,,,,402.95,404.00,225,,2025-04-21 09:53:25.622
tf,NFO,79507,,,,,,,,1745209407,,,,,,,,401.55,402.75,300,375,2025-04-21 09:53:27.454
tf,NFO,79507,,,,,401.00,26.24,,1745209408,,,,,,,,,,,,2025-04-21 09:53:28.042
tf,NFO,79507,,,,,,,,1745209409,,,,364.72,395100,,,400.10,401.15,150,150,2025-04-21 09:53:29.103
tf,NFO,79507,,,,,400.60,26.11,,1745209410,,,,,,,,,,,,2025-04-21 09:53:30.169
tf,NFO,79507,,,,,,,,1745209410,,,,364.73,395175,,,401.45,402.50,,300,2025-04-21 09:53:30.623
tf,NFO,79507,,,,,,,,1745209412,,,,,,,,400.65,401.95,225,150,2025-04-21 09:53:32.537
tf,NFO,79507,,,,,,,,1745209414,,,,,,,,399.95,401.10,75,75,2025-04-21 09:53:34.035
tf,NFO,79507,,,,,,,,1745209415,,,,,,,,400.05,401.20,,225,2025-04-21 09:53:35.644
tf,NFO,79507,,,,,,,,1745209417,,,,,,,,401.10,402.40,225,450,2025-04-21 09:53:37.243
tf,NFO,79507,,,,,,,,1745209419,,,,,,,,402.75,403.80,75,300,2025-04-21 09:53:38.871
tf,NFO,79507,,,,,,,,1745209421,,,,,,,,404.30,405.45,,75,2025-04-21 09:53:40.629
tf,NFO,79507,,,,,,,,1745209422,,,,,,,,404.00,405.20,225,225,2025-04-21 09:53:42.253
tf,NFO,79507,,,,,,,,1745209424,,,,,,,,400.95,402.15,75,75,2025-04-21 09:53:43.860
tf,NFO,79507,,,,,,,,1745209426,,,,,,,,402.20,403.20,,375,2025-04-21 09:53:45.679
tf,NFO,79507,,,,,,,,1745209427,,,,,,,,402.65,403.75,,150,2025-04-21 09:53:47.270
tf,NFO,79507,,,,,,,,1745209429,,,,,,,,402.55,,,450,2025-04-21 09:53:48.865
tf,NFO,79507,,,,,402.50,26.71,,1745209430,,,,,,,,,,,,2025-04-21 09:53:50.181
tf,NFO,79507,,,,,,,,1745209431,,,,364.74,395250,,,401.95,402.85,150,75,2025-04-21 09:53:50.678
tf,NFO,79507,,,,,,,,1745209432,,,,,,,,403.25,404.20,,,2025-04-21 09:53:52.411
tf,NFO,79507,,,,,,,,1745209434,,,,,,,,402.40,403.50,,300,2025-04-21 09:53:53.903
tf,NFO,79507,,,,,403.00,26.87,,1745209435,,,,,,,,,,,,2025-04-21 09:53:55.240
tf,NFO,79507,,,,,,,,1745209436,,,,,395325,,,402.70,403.85,75,75,2025-04-21 09:53:55.653
tf,NFO,79507,,,,,,,,1745209437,,,,,,,,401.35,402.95,,150,2025-04-21 09:53:57.280
tf,NFO,79507,,,,,,,,1745209439,,,,,,,,402.30,403.55,,75,2025-04-21 09:53:58.935
tf,NFO,79507,,,,,,,,1745209441,,,,,,,,403.85,405.20,225,,2025-04-21 09:54:00.667
tf,NFO,79507,,,,,,,,1745209442,,,,,,,,403.35,404.65,75,,2025-04-21 09:54:02.303
tf,NFO,79507,,,,,,,,1745209444,,,,,,,,402.10,403.50,,450,2025-04-21 09:54:03.894
tf,NFO,79507,,,,,402.05,26.57,,1745209445,,,,,,,,,,,,2025-04-21 09:54:04.994
tf,NFO,79507,,,,,,,,1745209446,,,,364.76,395475,,,401.35,402.55,,225,2025-04-21 09:54:05.794
tf,NFO,79507,,,,,402.00,26.55,,1745209447,,,,,,,,,,,,2025-04-21 09:54:07.017
tf,NFO,79507,,,,,,,,1745209447,,,,,395550,,,402.15,403.25,150,75,2025-04-21 09:54:07.274
tf,NFO,79507,,,,,,,,1745209449,,,,,,,,402.05,403.15,,225,2025-04-21 09:54:08.897
tf,NFO,79507,,,,,,,,1745209451,,,,,,,,400.75,401.95,75,75,2025-04-21 09:54:10.685
tf,NFO,79507,,,,,,,,1745209452,,,,,,,,401.55,402.75,300,,2025-04-21 09:54:12.306
tf,NFO,79507,,,,,,,,1745209454,,,,,,,,401.05,402.25,150,225,2025-04-21 09:54:13.981
tf,NFO,79507,,,,,,,,1745209456,,,,,,,,401.50,402.55,225,,2025-04-21 09:54:15.687
tf,NFO,79507,,,,,,,,1745209457,,,,,,,,403.10,404.35,75,300,2025-04-21 09:54:17.418
tf,NFO,79507,,,,,403.20,26.93,,1745209457,,,,,,,,,,,,2025-04-21 09:54:17.634
tf,NFO,79507,,,,,,,,1745209459,,,,364.77,395625,,,403.90,404.90,150,150,2025-04-21 09:54:19.115
