t,e,tk,ts,pp,ls,ti,lp,pc,c,ft,o,h,l,ap,v,oi,poi,bp1,sp1,bq1,sq1,received_timestamp
tk,NFO,79639,NIFTY24APR25P24450,2,75,0.05,485.65,-49.83,968.00,1745209403,566.85,595.90,461.85,531.99,12150,7050,3600,475.75,479.00,75,225,2025-04-21 09:53:24.055
tf,NFO,79639,,,,,,,,1745209405,,,,,,,,477.10,480.20,,150,2025-04-21 09:53:24.664
tf,NFO,79639,,,,,,,,1745209406,,,,,,,,479.35,483.10,,,2025-04-21 09:53:26.676
tf,NFO,79639,,,,,,,,1745209408,,,,,,,,480.55,484.35,150,,2025-04-21 09:53:28.070
tf,NFO,79639,,,,,,,,1745209410,,,,,,,,481.35,484.75,225,,2025-04-21 09:53:29.675
tf,NFO,79639,,,,,,,,1745209411,,,,,,,,480.45,483.05,75,,2025-04-21 09:53:31.466
tf,NFO,79639,,,,,,,,1745209413,,,,,,,,481.45,485.20,150,,2025-04-21 09:53:33.137
tf,NFO,79639,,,,,,,,1745209415,,,,,,,,481.30,483.95,75,300,2025-04-21 09:53:34.673
tf,NFO,79639,,,,,,,,1745209416,,,,,,,,,483.85,,150,2025-04-21 09:53:36.474
tf,NFO,79639,,,,,,,,1745209418,,,,,,,,480.65,483.05,,,2025-04-21 09:53:38.083
tf,NFO,79639,,,,,,,,1745209420,,,,,,,,479.30,481.60,,,2025-04-21 09:53:40.151
tf,NFO,79639,,,,,,,,1745209421,,,,,,,,476.15,478.70,,,2025-04-21 09:53:41.492
tf,NFO,79639,,,,,,,,1745209423,,,,,,,,477.30,482.30,150,,2025-04-21 09:53:43.099
tf,NFO,79639,,,,,,,,1745209425,,,,,,,,478.25,480.85,75,,2025-04-21 09:53:44.885
tf,NFO,79639,,,,,,,,1745209426,,,,,,,,480.00,482.35,150,,2025-04-21 09:53:46.523
tf,NFO,79639,,,,,,,,1745209428,,,,,,,,479.15,481.45,75,,2025-04-21 09:53:48.095
tf,NFO,79639,,,,,,,,1745209430,,,,,,,,478.55,481.05,,,2025-04-21 09:53:49.701
tf,NFO,79639,,,,,,,,1745209431,,,,,,,,477.75,480.95,225,,2025-04-21 09:53:51.497
tf,NFO,79639,,,,,,,,1745209433,,,,,,,,479.15,481.70,75,,2025-04-21 09:53:53.224
tf,NFO,79639,,,,,,,,1745209435,,,,,,,,479.35,481.45,,,2025-04-21 09:53:54.702
tf,NFO,79639,,,,,,,,1745209436,,,,,,,,477.55,480.65,150,,2025-04-21 09:53:56.529
tf,NFO,79639,,,,,,,,1745209438,,,,,,,,478.55,481.85,75,,2025-04-21 09:53:58.106
tf,NFO,79639,,,,,,,,1745209440,,,,,,,,476.50,480.10,,450,2025-04-21 09:53:59.836
tf,NFO,79639,,,,,,,,1745209441,,,,,,,,477.55,480.90,450,150,2025-04-21 09:54:01.625
tf,NFO,79639,,,,,,,,1745209443,,,,,,,,476.90,479.60,75,,2025-04-21 09:54:03.137
tf,NFO,79639,,,,,,,,1745209445,,,,,,,,477.80,480.70,150,,2025-04-21 09:54:04.727
tf,NFO,79639,,,,,,,,1745209446,,,,,,,,480.50,483.15,,,2025-04-21 09:54:06.587
tf,NFO,79639,,,,,,,,1745209448,,,,,,,,477.55,480.20,,,2025-04-21 09:54:08.119
tf,NFO,79639,,,,,,,,1745209450,,,,,,,,478.25,481.10,75,,2025-04-21 09:54:09.734
tf,NFO,79639,,,,,,,,1745209451,,,,,,,,479.30,482.05,150,225,2025-04-21 09:54:11.524
tf,NFO,79639,,,,,,,,1745209453,,,,,,,,479.95,483.10,75,150,2025-04-21 09:54:13.139
tf,NFO,79639,,,,,,,,1745209455,,,,,,,,479.50,482.30,150,,2025-04-21 09:54:14.749
tf,NFO,79639,,,,,,,,1745209456,,,,,,,,476.80,479.45,75,,2025-04-21 09:54:16.573
tf,NFO,79639,,,,,,,,1745209458,,,,,,,,476.90,479.95,225,225,2025-04-21 09:54:18.134
tf,NFO,79639,,,,,,,,1745209460,,,,,,,,473.50,476.75,150,,2025-04-21 09:54:20.124
tf,NFO,79639,,,,,,,,1745209461,,,,,,,,472.65,475.45,75,150,2025-04-21 09:54:21.571
tf,NFO,79639,,,,,,,,1745209463,,,,,,,,473.25,476.40,,,2025-04-21 09:54:23.220
tf,NFO,79639,,,,,,,,1745209465,,,,,,,,472.30,475.45,,225,2025-04-21 09:54:24.925
tf,NFO,79639,,,,,,,,1745209466,,,,,,,,472.55,475.65,,150,2025-04-21 09:54:26.838
tf,NFO,79639,,,,,,,,1745209468,,,,,,,,474.00,477.25,,225,2025-04-21 09:54:28.170
tf,NFO,79639,,,,,,,,1745209470,,,,,,,,472.55,475.45,150,150,2025-04-21 09:54:29.757
tf,NFO,79639,,,,,,,,1745209471,,,,,,,,473.55,475.90,75,225,2025-04-21 09:54:31.613
tf,NFO,79639,,,,,,,,1745209473,,,,,,,,474.90,478.75,,,2025-04-21 09:54:33.213
tf,NFO,79639,,,,,,,,1745209475,,,,,,,,473.10,476.60,150,150,2025-04-21 09:54:34.827
tf,NFO,79639,,,,,,,,1745209476,,,,,,,,472.80,476.20,75,225,2025-04-21 09:54:36.587
tf,NFO,79639,,,,,,,,1745209478,,,,,,,,473.25,476.75,225,,2025-04-21 09:54:38.210
tf,NFO,79639,,,,,,,,1745209480,,,,,,,,471.10,474.50,,,2025-04-21 09:54:39.770
tf,NFO,79639,,,,,,,,1745209481,,,,,,,,,474.10,75,150,2025-04-21 09:54:41.377
tf,NFO,79639,,,,,,,,1745209483,,,,,,,,471.15,474.75,,225,2025-04-21 09:54:43.183
tf,NFO,79639,,,,,,,,1745209485,,,,,,,,471.10,474.20,,150,2025-04-21 09:54:44.779
tf,NFO,79639,,,,,,,,1745209486,,,,,,,,,473.70,150,,2025-04-21 09:54:46.513
tf,NFO,79639,,,,,,,,1745209488,,,,,,,,470.00,472.95,375,,2025-04-21 09:54:48.190
tf,NFO,79639,,,,,,,,1745209490,,,,,,,,470.25,473.45,150,,2025-04-21 09:54:49.790
tf,NFO,79639,,,,,,,,1745209491,,,,,,,,470.75,474.65,,,2025-04-21 09:54:51.393
tf,NFO,79639,,,,,,,,1745209493,,,,,,,,469.95,472.60,75,,2025-04-21 09:54:53.272
tf,NFO,79639,,,,,,,,1745209495,,,,,,,,468.50,471.20,225,,2025-04-21 09:54:54.797
tf,NFO,79639,,,,,,,,1745209496,,,,,,,,468.80,472.20,150,,2025-04-21 09:54:56.402
tf,NFO,79639,,,,,,,,1745209498,,,,,,,,469.50,472.35,225,,2025-04-21 09:54:58.273
tf,NFO,79639,,,,,,,,1745209500,,,,,,,,466.25,470.25,150,225,2025-04-21 09:55:00.027
tf,NFO,79639,,,,,,,,1745209501,,,,,,,,468.55,471.85,225,150,2025-04-21 09:55:01.439
tf,NFO,79639,,,,,,,,1745209503,,,,,,,,470.35,473.60,150,,2025-04-21 09:55:03.214
tf,NFO,79639,,,,,,,,1745209505,,,,,,,,468.55,471.40,75,,2025-04-21 09:55:04.837
tf,NFO,79639,,,,,,,,1745209506,,,,,,,,467.90,471.35,150,,2025-04-21 09:55:06.417
tf,NFO,79639,,,,,,,,1745209508,,,,,,,,466.60,469.35,75,,2025-04-21 09:55:08.237
tf,NFO,79639,,,,,,,,1745209510,,,,,,,,465.45,468.75,,225,2025-04-21 09:55:09.827
tf,NFO,79639,,,,,467.95,-51.66,,1745209511,,,,,,7125,,,,,,2025-04-21 09:55:11.017
tf,NFO,79639,,,,,,,,1745209511,,,,531.60,12225,,,462.90,466.15,,150,2025-04-21 09:55:11.433
tf,NFO,79639,,,,,,,,1745209513,,,,,,,,464.15,466.85,,,2025-04-21 09:55:13.352
tf,NFO,79639,,,,,,,,1745209515,,,,,,,,460.25,464.05,225,,2025-04-21 09:55:14.831
tf,NFO,79639,,,,,,,,1745209516,,,,,,,,460.00,463.25,150,,2025-04-21 09:55:16.434
tf,NFO,79639,,,,,458.00,-52.69,,1745209517,,,,,,,,,,,,2025-04-21 09:55:17.004
tf,NFO,79639,,,,,,,,1745209518,,,458.00,529.42,12600,,,447.70,451.70,,,2025-04-21 09:55:18.236
tf,NFO,79639,,,,,,,,1745209520,,,,,,,,447.30,451.50,75,225,2025-04-21 09:55:19.919
tf,NFO,79639,,,,,,,,1745209521,,,,,,,,446.05,449.90,150,150,2025-04-21 09:55:21.480
tf,NFO,79639,,,,,,,,1745209523,,,,,,,,444.80,449.70,,,2025-04-21 09:55:23.242
tf,NFO,79639,,,,,,,,1745209525,,,,,,,,445.90,449.95,,300,2025-04-21 09:55:24.852
tf,NFO,79639,,,,,,,,1745209526,,,,,,,,448.00,451.75,,,2025-04-21 09:55:26.492
tf,NFO,79639,,,,,,,,1745209528,,,,,,,,445.50,449.85,,450,2025-04-21 09:55:28.268
tf,NFO,79639,,,,,,,,1745209530,,,,,,,,445.30,450.20,375,150,2025-04-21 09:55:29.856
tf,NFO,79639,,,,,,,,1745209531,,,,,,,,446.70,450.70,75,,2025-04-21 09:55:31.482
tf,NFO,79639,,,,,,,,1745209533,,,,,,,,446.75,449.95,,,2025-04-21 09:55:33.277
tf,NFO,79639,,,,,,,,1745209535,,,,,,,,447.05,450.45,225,,2025-04-21 09:55:34.861
tf,NFO,79639,,,,,,,,1745209536,,,,,,,,449.65,453.25,75,225,2025-04-21 09:55:36.467
tf,NFO,79639,,,,,,,,1745209538,,,,,,,,447.75,450.50,,,2025-04-21 09:55:38.071
tf,NFO,79639,,,,,,,,1745209540,,,,,,,,447.55,450.10,,,2025-04-21 09:55:39.762
tf,NFO,79639,,,,,,,,1745209541,,,,,,,,446.55,449.75,,,2025-04-21 09:55:41.363
tf,NFO,79639,,,,,,,,1745209543,,,,,,,,445.35,448.65,,150,2025-04-21 09:55:43.074
tf,NFO,79639,,,,,,,,1745209545,,,,,,,,445.40,449.35,225,,2025-04-21 09:55:44.676
tf,NFO,79639,,,,,,,,1745209546,,,,,,,,448.60,452.45,150,,2025-04-21 09:55:46.282
tf,NFO,79639,,,,,,,,1745209548,,,,,,,,448.50,451.90,,,2025-04-21 09:55:48.085
tf,NFO,79639,,,,,,,,1745209550,,,,,,,,447.20,450.65,75,,2025-04-21 09:55:49.688
tf,NFO,79639,,,,,,,,1745209551,,,,,,,,447.30,450.20,,,2025-04-21 09:55:51.287
tf,NFO,79639,,,,,,,,1745209553,,,,,,,,449.80,454.25,300,225,2025-04-21 09:55:53.088
tf,NFO,79639,,,,,,,,1745209555,,,,,,,,451.60,455.10,75,150,2025-04-21 09:55:54.694
tf,NFO,79639,,,,,,,,1745209556,,,,,,,,451.25,455.35,300,,2025-04-21 09:55:56.295
tf,NFO,79639,,,,,456.35,-52.86,,1745209558,,,454.95,525.27,13350,,,452.10,458.00,,75,2025-04-21 09:55:58.095
tf,NFO,79639,,,,,,,,1745209560,,,,,,,,458.35,461.75,75,,2025-04-21 09:55:59.699
tf,NFO,79639,,,,,458.45,-52.64,,1745209560,,,,,,,,,,,,2025-04-21 09:55:59.830
tf,NFO,79639,,,,,,,,1745209561,,,,524.90,13425,,,458.20,460.40,150,,2025-04-21 09:56:01.302
tf,NFO,79639,,,,,,,,1745209563,,,,,,,,459.15,462.30,375,150,2025-04-21 09:56:03.105
tf,NFO,79639,,,,,,,,1745209565,,,,,,,,460.35,463.30,150,75,2025-04-21 09:56:04.724
tf,NFO,79639,,,,,,,,1745209566,,,,,,,,459.50,463.20,75,,2025-04-21 09:56:06.350
tf,NFO,79639,,,,,,,,1745209568,,,,,,,,457.10,460.05,,,2025-04-21 09:56:08.112
tf,NFO,79639,,,,,,,,1745209570,,,,,,,,457.25,460.40,225,,2025-04-21 09:56:09.715
tf,NFO,79639,,,,,,,,1745209571,,,,,,,,458.10,461.05,,,2025-04-21 09:56:11.318
tf,NFO,79639,,,,,,,,1745209573,,,,,,,,,460.95,75,,2025-04-21 09:56:13.145
tf,NFO,79639,,,,,,,,1745209575,,,,,,,,457.60,459.75,,150,2025-04-21 09:56:14.779
tf,NFO,79639,,,,,,,,1745209576,,,,,,,,457.05,461.35,150,,2025-04-21 09:56:16.330
tf,NFO,79639,,,,,,,,1745209578,,,,,,,,,460.25,,225,2025-04-21 09:56:18.224
tf,NFO,79639,,,,,,,,1745209580,,,,,,,,457.55,461.15,,75,2025-04-21 09:56:19.731
tf,NFO,79639,,,,,,,,1745209581,,,,,,,,458.55,462.70,225,,2025-04-21 09:56:21.339
tf,NFO,79639,,,,,,,,1745209583,,,,,,,,460.60,464.95,450,150,2025-04-21 09:56:23.137
tf,NFO,79639,,,,,,,,1745209585,,,,,,,,461.30,464.45,150,75,2025-04-21 09:56:24.784
tf,NFO,79639,,,,,,,,1745209586,,,,,,,,462.55,465.15,,,2025-04-21 09:56:26.342
tf,NFO,79639,,,,,,,,1745209588,,,,,,,,464.70,469.15,225,,2025-04-21 09:56:28.146
tf,NFO,79639,,,,,,,,1745209590,,,,,,,,463.05,465.80,75,,2025-04-21 09:56:29.749
tf,NFO,79639,,,,,,,,1745209591,,,,,,,,461.45,465.10,,225,2025-04-21 09:56:31.352
tf,NFO,79639,,,,,,,,1745209593,,,,,,,,460.05,463.25,,75,2025-04-21 09:56:33.153
tf,NFO,79639,,,,,,,,1745209595,,,,,,,,459.55,462.20,,,2025-04-21 09:56:34.757
tf,NFO,79639,,,,,,,,1745209596,,,,,,,,459.05,461.60,,,2025-04-21 09:56:36.359
tf,NFO,79639,,,,,,,,1745209598,,,,,,,,457.25,460.15,,,2025-04-21 09:56:37.967
tf,NFO,79639,,,,,,,,1745209600,,,,,,,,458.75,462.10,,,2025-04-21 09:56:39.766
tf,NFO,79639,,,,,,,,1745209601,,,,,,,,456.80,460.05,,,2025-04-21 09:56:41.382
tf,NFO,79639,,,,,,,,1745209603,,,,,,,,457.00,,150,,2025-04-21 09:56:42.969
tf,NFO,79639,,,,,,,,1745209605,,,,,,,,456.25,459.00,75,150,2025-04-21 09:56:44.788
tf,NFO,79639,,,,,,,,1745209606,,,,,,,,456.05,458.80,,75,2025-04-21 09:56:46.501
tf,NFO,79639,,,,,,,,1745209608,,,,,,,,455.50,,150,150,2025-04-21 09:56:48.137
tf,NFO,79639,,,,,,,,1745209610,,,,,,,,458.20,461.95,225,75,2025-04-21 09:56:49.776
tf,NFO,79639,,,,,,,,1745209611,,,,,,,,457.10,460.25,75,,2025-04-21 09:56:52.084
tf,NFO,79639,,,,,,,,1745209613,,,,,,,,457.25,460.50,,,2025-04-21 09:56:52.986
tf,NFO,79639,,,,,,,,1745209615,,,,,,,,,460.25,,150,2025-04-21 09:56:54.784
tf,NFO,79639,,,,,,,,1745209616,,,,,,,,455.60,459.25,225,,2025-04-21 09:56:56.391
tf,NFO,79639,,,,,,,,1745209618,,,,,,,,455.80,459.05,75,75,2025-04-21 09:56:57.991
tf,NFO,79639,,,,,,,,1745209620,,,,,,,,,458.65,,,2025-04-21 09:56:59.793
tf,NFO,79639,,,,,,,,1745209621,,,,,,,,454.05,456.80,225,,2025-04-21 09:57:01.395
tf,NFO,79639,,,,,,,,1745209623,,,,,,,,453.60,456.85,150,,2025-04-21 09:57:03.003
tf,NFO,79639,,,,,,,,1745209625,,,,,,,,454.25,457.75,225,150,2025-04-21 09:57:04.801
tf,NFO,79639,,,,,,,,1745209626,,,,,,,,454.75,457.70,75,75,2025-04-21 09:57:06.403
tf,NFO,79639,,,,,,,,1745209628,,,,,,,,454.85,458.20,750,,2025-04-21 09:57:08.056
tf,NFO,79639,,,,,,,,1745209630,,,,,,,,454.55,456.80,150,,2025-04-21 09:57:09.808
tf,NFO,79639,,,,,,,,1745209631,,,,,,,,454.05,456.60,75,,2025-04-21 09:57:11.487
tf,NFO,79639,,,,,,,,1745209633,,,,,,,,453.55,456.45,150,150,2025-04-21 09:57:13.018
tf,NFO,79639,,,,,,,,1745209635,,,,,,,,452.10,455.10,75,75,2025-04-21 09:57:14.814
tf,NFO,79639,,,,,,,,1745209636,,,,,,,,453.40,457.45,225,,2025-04-21 09:57:16.420
tf,NFO,79639,,,,,,,,1745209638,,,,,,,,453.35,456.70,75,,2025-04-21 09:57:18.052
tf,NFO,79639,,,,,,,,1745209640,,,,,,,,453.75,456.55,225,,2025-04-21 09:57:19.911
tf,NFO,79639,,,,,,,,1745209641,,,,,,,,452.85,455.75,75,150,2025-04-21 09:57:21.520
tf,NFO,79639,,,,,,,,1745209643,,,,,,,,452.80,455.10,,75,2025-04-21 09:57:23.036
tf,NFO,79639,,,,,,,,1745209645,,,,,,,,451.70,454.45,,,2025-04-21 09:57:24.872
tf,NFO,79639,,,,,,,,1745209646,,,,,,,,452.05,455.70,,225,2025-04-21 09:57:26.471
tf,NFO,79639,,,,,,,,1745209648,,,,,,,,,454.90,,75,2025-04-21 09:57:28.045
tf,NFO,79639,,,,,,,,1745209650,,,,,,,,452.10,455.35,,,2025-04-21 09:57:29.838
tf,NFO,79639,,,,,,,,1745209651,,,,,,,,,455.50,150,150,2025-04-21 09:57:31.554
tf,NFO,79639,,,,,,,,1745209653,,,,,,,,451.55,454.55,225,75,2025-04-21 09:57:33.042
tf,NFO,79639,,,,,,,,1745209655,,,,,,,,452.35,455.25,150,150,2025-04-21 09:57:34.843
tf,NFO,79639,,,,,,,,1745209656,,,,,,,,451.65,454.35,,75,2025-04-21 09:57:36.458
tf,NFO,79639,,,,,,,,1745209658,,,,,,,,451.55,454.45,225,,2025-04-21 09:57:38.105
tf,NFO,79639,,,,,,,,1745209660,,,,,,,,451.05,454.35,150,,2025-04-21 09:57:39.851
tf,NFO,79639,,,,,,,,1745209661,,,,,,,,451.50,454.60,75,,2025-04-21 09:57:41.462
tf,NFO,79639,,,,,,,,1745209663,,,,,,,,450.75,453.60,150,,2025-04-21 09:57:43.062
tf,NFO,79639,,,,,,,,1745209665,,,,,,,,450.05,452.25,75,150,2025-04-21 09:57:44.860
tf,NFO,79639,,,,,449.90,-53.52,,1745209666,,,,,,6750,,,,,,2025-04-21 09:57:46.313
tf,NFO,79639,,,,,,,,1745209666,,,449.90,524.07,13575,,,447.70,451.60,,,2025-04-21 09:57:46.465
tf,NFO,79639,,,,,,,,1745209668,,,,,,,,449.30,452.85,225,75,2025-04-21 09:57:48.070
tf,NFO,79639,,,,,,,,1745209670,,,,,,,,453.75,456.60,75,,2025-04-21 09:57:49.868
tf,NFO,79639,,,,,,,,1745209671,,,,,,,,455.05,458.15,300,,2025-04-21 09:57:51.486
tf,NFO,79639,,,,,,,,1745209673,,,,,,,,455.50,457.95,75,,2025-04-21 09:57:53.078
tf,NFO,79639,,,,,,,,1745209675,,,,,,,,456.75,459.90,150,,2025-04-21 09:57:54.974
tf,NFO,79639,,,,,,,,1745209676,,,,,,,,456.45,459.75,225,,2025-04-21 09:57:56.481
tf,NFO,79639,,,,,,,,1745209678,,,,,,,,459.10,462.25,75,150,2025-04-21 09:57:58.145
tf,NFO,79639,,,,,,,,1745209680,,,,,,,,455.80,458.85,,75,2025-04-21 09:57:59.887
tf,NFO,79639,,,,,,,,1745209681,,,,,,,,455.50,458.50,,150,2025-04-21 09:58:01.488
tf,NFO,79639,,,,,,,,1745209683,,,,,,,,455.05,457.90,,75,2025-04-21 09:58:03.096
tf,NFO,79639,,,,,,,,1745209685,,,,,,,,453.05,456.45,225,,2025-04-21 09:58:04.979
tf,NFO,79639,,,,,,,,1745209686,,,,,,,,454.25,456.85,75,,2025-04-21 09:58:06.497
tf,NFO,79639,,,,,,,,1745209688,,,,,,,,453.80,456.10,,,2025-04-21 09:58:08.101
tf,NFO,79639,,,,,,,,1745209690,,,,,,,,451.80,454.10,,,2025-04-21 09:58:09.904
tf,NFO,79639,,,,,,,,1745209691,,,,,,,,449.15,452.15,,,2025-04-21 09:58:11.536
tf,NFO,79639,,,,,,,,1745209693,,,,,,,,449.75,452.70,,,2025-04-21 09:58:13.157
tf,NFO,79639,,,,,,,,1745209695,,,,,,,,449.50,452.60,,,2025-04-21 09:58:14.911
tf,NFO,79639,,,,,,,,1745209696,,,,,,,,449.45,452.45,,,2025-04-21 09:58:16.523
tf,NFO,79639,,,,,,,,1745209698,,,,,,,,449.05,451.70,,,2025-04-21 09:58:18.348
tf,NFO,79639,,,,,,,,1745209700,,,,,,,,449.60,452.75,150,150,2025-04-21 09:58:19.920
tf,NFO,79639,,,,,,,,1745209701,,,,,,,,450.25,453.10,225,75,2025-04-21 09:58:21.527
tf,NFO,79639,,,,,,,,1745209703,,,,,,,,451.00,453.75,150,150,2025-04-21 09:58:23.144
